id_isqueiro_usuario,id_local,data_uso,contexto_uso,duracao_uso,condicao_uso,ambiente,id_utilizacao
395,16,2025-09-12 18:27:35.857847,Tabaco,8,Sol,Sozinho,5809
367,6,2025-09-12 18:25:42.102623,Piquenique,11,Frio,Sozinho,5810
283,1,2025-09-12 18:28:58.264426,Tabaco,15,Frio,Com amigos,5811
465,20,2025-09-12 18:28:53.257330,Social,6,Chuva,Sozinho,5812
154,14,2025-09-12 18:24:50.611107,Cigarro,4,Chuva,Sozinho,5813
55,18,2025-09-12 18:25:32.377667,Tabaco,17,Frio,No trabalho,5814
135,14,2025-09-12 18:27:35.963190,Cigarro,14,Normal,No trabalho,5815
335,5,2025-09-12 18:24:07.571058,Tabaco,9,Chuva,Sozinho,5816
464,2,2025-09-12 18:29:13.376224,Cigarro,15,Sol,Com amigos,5817
331,19,2025-09-12 18:27:37.306208,Tabaco,9,Frio,No trabalho,5818
149,7,2025-09-12 18:26:53.033387,Social,9,Sol,Sozinho,5819
442,10,2025-09-12 18:28:59.625306,Churrasco,19,Frio,Sozinho,5820
125,16,2025-09-12 18:27:10.547798,Piquenique,10,Vento,Com amigos,5821
323,11,2025-09-12 18:25:00.255175,Tabaco,10,Normal,Em família,5822
375,6,2025-09-12 18:26:12.411400,Churrasco,18,Chuva,Com amigos,5823
41,15,2025-09-12 18:23:33.279573,Social,5,Sol,Sozinho,5824
24,11,2025-09-12 18:26:30.695575,Incenso,8,Sol,Sozinho,5825
311,5,2025-09-12 18:24:37.178556,Tabaco,12,Frio,Sozinho,5826
239,5,2025-09-12 18:28:30.812366,Incenso,20,Sol,Com amigos,5827
250,19,2025-09-12 18:26:43.975127,Churrasco,19,Frio,Sozinho,5828
138,20,2025-09-12 18:24:49.235313,Tabaco,8,Frio,No trabalho,5829
227,6,2025-09-12 18:28:42.209752,Social,18,Vento,Sozinho,5830
276,13,2025-09-12 18:27:46.371043,Cigarro,5,Normal,Sozinho,5831
227,13,2025-09-12 18:24:42.363802,Piquenique,8,Frio,Sozinho,5832
318,13,2025-09-12 18:24:10.166775,Incenso,12,Normal,Com amigos,5833
249,8,2025-09-12 18:24:49.737695,Tabaco,19,Normal,Sozinho,5834
147,1,2025-09-12 18:27:36.356427,Tabaco,3,Sol,Em família,5835
291,3,2025-09-12 18:28:26.562355,Tabaco,11,Chuva,Com amigos,5836
128,15,2025-09-12 18:24:44.286869,Tabaco,8,Sol,Sozinho,5837
271,4,2025-09-12 18:27:55.070599,Tabaco,15,Chuva,Em família,5838
163,1,2025-09-12 18:28:45.353732,Tabaco,9,Vento,Sozinho,5839
33,3,2025-09-12 18:26:11.962004,Tabaco,6,Vento,Sozinho,5840
190,13,2025-09-12 18:29:23.581147,Incenso,10,Normal,Em família,5841
245,2,2025-09-12 18:27:00.395925,Social,5,Sol,Sozinho,5842
98,3,2025-09-12 18:28:43.865804,Cigarro,17,Vento,Sozinho,5843
15,16,2025-09-12 18:28:39.969729,Cigarro,3,Chuva,No trabalho,5844
362,15,2025-09-12 18:28:08.769006,Tabaco,9,Chuva,Em família,5845
247,2,2025-09-12 18:26:22.793653,Tabaco,3,Normal,Com amigos,5846
484,10,2025-09-12 18:23:55.764611,Social,16,Chuva,Sozinho,5847
410,18,2025-09-12 18:24:12.959633,Social,8,Chuva,No trabalho,5848
347,9,2025-09-12 18:26:02.011133,Tabaco,3,Sol,Sozinho,5849
269,13,2025-09-12 18:23:54.751691,Incenso,16,Sol,Sozinho,5850
469,11,2025-09-12 18:25:36.393989,Churrasco,11,Chuva,Sozinho,5851
370,2,2025-09-12 18:28:02.012979,Churrasco,18,Normal,Sozinho,5852
286,1,2025-09-12 18:24:11.158443,Cigarro,4,Vento,Sozinho,5853
43,11,2025-09-12 18:23:40.602268,Piquenique,5,Normal,Sozinho,5854
168,20,2025-09-12 18:23:37.983142,Cigarro,16,Normal,Em família,5855
78,16,2025-09-12 18:28:46.455193,Incenso,9,Vento,Com amigos,5856
388,16,2025-09-12 18:24:30.255702,Cigarro,16,Sol,Sozinho,5857
168,9,2025-09-12 18:26:14.302171,Cigarro,13,Sol,Sozinho,5858
242,12,2025-09-12 18:24:17.020515,Tabaco,11,Chuva,Sozinho,5859
206,9,2025-09-12 18:25:28.660878,Piquenique,15,Frio,Em família,5860
340,17,2025-09-12 18:26:34.124925,Incenso,6,Sol,Sozinho,5861
133,4,2025-09-12 18:24:46.363292,Piquenique,8,Sol,Com amigos,5862
56,4,2025-09-12 18:26:34.513461,Incenso,20,Normal,Sozinho,5863
189,18,2025-09-12 18:24:29.850581,Tabaco,5,Frio,Sozinho,5864
403,11,2025-09-12 18:25:45.446018,Incenso,18,Normal,Sozinho,5865
206,16,2025-09-12 18:26:27.524431,Piquenique,15,Vento,Em família,5866
135,9,2025-09-12 18:27:29.750666,Piquenique,5,Vento,No trabalho,5867
143,5,2025-09-12 18:28:26.623793,Social,11,Chuva,Com amigos,5868
253,1,2025-09-12 18:25:40.647920,Social,4,Vento,Em família,5869
34,11,2025-09-12 18:27:47.081901,Churrasco,10,Sol,Com amigos,5870
337,14,2025-09-12 18:28:31.319253,Cigarro,8,Sol,Sozinho,5871
450,20,2025-09-12 18:26:57.869988,Cigarro,17,Normal,Sozinho,5872
131,3,2025-09-12 18:26:48.207672,Incenso,19,Normal,Sozinho,5873
448,1,2025-09-12 18:27:15.304295,Incenso,15,Frio,Sozinho,5874
335,1,2025-09-12 18:25:30.755540,Tabaco,20,Normal,No trabalho,5875
113,14,2025-09-12 18:25:06.808515,Incenso,18,Chuva,Com amigos,5876
116,20,2025-09-12 18:25:04.099581,Piquenique,17,Sol,Sozinho,5877
54,2,2025-09-12 18:27:50.348284,Incenso,6,Sol,Com amigos,5878
166,2,2025-09-12 18:25:12.188868,Tabaco,18,Sol,Sozinho,5879
353,15,2025-09-12 18:25:14.571380,Incenso,6,Frio,Em família,5880
3,15,2025-09-12 18:25:09.664073,Cigarro,20,Vento,Sozinho,5881
146,12,2025-09-12 18:28:45.177148,Incenso,16,Normal,Sozinho,5882
220,16,2025-09-12 18:24:58.004226,Incenso,4,Sol,Sozinho,5883
68,3,2025-09-12 18:28:38.961390,Social,8,Chuva,Sozinho,5884
120,10,2025-09-12 18:27:37.961910,Social,6,Vento,Sozinho,5885
487,19,2025-09-12 18:26:18.519074,Piquenique,6,Vento,Sozinho,5886
488,6,2025-09-12 18:25:26.917717,Piquenique,18,Frio,Sozinho,5887
217,15,2025-09-12 18:24:22.661685,Cigarro,11,Normal,Em família,5888
348,19,2025-09-12 18:27:52.429506,Tabaco,4,Vento,Sozinho,5889
414,9,2025-09-12 18:26:17.765571,Churrasco,17,Sol,Sozinho,5890
434,18,2025-09-12 18:25:00.653938,Cigarro,20,Normal,Sozinho,5891
344,6,2025-09-12 18:26:54.437882,Incenso,15,Chuva,Sozinho,5892
111,14,2025-09-12 18:26:55.024620,Tabaco,3,Frio,Sozinho,5893
77,12,2025-09-12 18:23:53.353629,Incenso,4,Normal,Em família,5894
448,6,2025-09-12 18:26:12.284629,Piquenique,15,Chuva,Sozinho,5895
116,12,2025-09-12 18:24:38.785050,Cigarro,14,Frio,Sozinho,5896
64,13,2025-09-12 18:26:22.937349,Incenso,15,Normal,Sozinho,5897
212,5,2025-09-12 18:29:19.233871,Cigarro,15,Vento,Sozinho,5898
204,7,2025-09-12 18:28:38.224486,Incenso,4,Chuva,Com amigos,5899
125,13,2025-09-12 18:24:57.545047,Social,9,Chuva,Em família,5900
317,5,2025-09-12 18:24:38.346419,Tabaco,11,Vento,Sozinho,5901
282,1,2025-09-12 18:28:11.013503,Incenso,11,Normal,Com amigos,5902
287,15,2025-09-12 18:23:34.747256,Churrasco,20,Sol,No trabalho,5903
419,18,2025-09-12 18:28:29.176092,Cigarro,12,Normal,Com amigos,5904
27,1,2025-09-12 18:28:15.176510,Incenso,13,Frio,Sozinho,5905
148,8,2025-09-12 18:24:16.551383,Churrasco,10,Normal,Com amigos,5906
142,14,2025-09-12 18:27:26.838984,Tabaco,13,Sol,Sozinho,5907
274,20,2025-09-12 18:26:38.198126,Social,18,Normal,Sozinho,5908
290,8,2025-09-12 18:25:32.349537,Incenso,3,Vento,Sozinho,5909
453,20,2025-09-12 18:24:43.161642,Cigarro,13,Frio,Em família,5910
30,9,2025-09-12 18:29:08.583982,Incenso,7,Sol,Com amigos,5911
296,1,2025-09-12 18:27:10.297488,Tabaco,17,Sol,Sozinho,5912
59,7,2025-09-12 18:23:36.308404,Tabaco,4,Vento,No trabalho,5913
408,2,2025-09-12 18:27:49.965695,Churrasco,6,Frio,Sozinho,5914
487,11,2025-09-12 18:28:20.211635,Cigarro,13,Vento,Sozinho,5915
463,18,2025-09-12 18:24:45.228305,Social,3,Frio,Sozinho,5916
249,10,2025-09-12 18:26:03.889262,Tabaco,8,Frio,Sozinho,5917
167,1,2025-09-12 18:29:15.124829,Incenso,14,Vento,Sozinho,5918
7,12,2025-09-12 18:26:18.679988,Social,20,Vento,Sozinho,5919
432,12,2025-09-12 18:26:33.754525,Churrasco,6,Chuva,Sozinho,5920
130,15,2025-09-12 18:29:00.597001,Tabaco,17,Frio,Sozinho,5921
345,12,2025-09-12 18:29:03.043811,Tabaco,14,Normal,Sozinho,5922
444,20,2025-09-12 18:25:21.247566,Piquenique,6,Frio,Com amigos,5923
45,17,2025-09-12 18:29:17.802768,Tabaco,5,Vento,Sozinho,5924
12,1,2025-09-12 18:28:59.715396,Incenso,4,Vento,Com amigos,5925
192,3,2025-09-12 18:23:49.418690,Incenso,9,Chuva,Em família,5926
79,16,2025-09-12 18:23:41.617039,Incenso,7,Sol,Sozinho,5927
458,19,2025-09-12 18:29:01.041361,Tabaco,10,Frio,Sozinho,5928
314,7,2025-09-12 18:27:24.819230,Tabaco,7,Vento,Sozinho,5929
105,20,2025-09-12 18:28:37.963775,Tabaco,4,Vento,Sozinho,5930
211,2,2025-09-12 18:26:36.427858,Incenso,7,Vento,Em família,5931
434,4,2025-09-12 18:27:45.550225,Tabaco,9,Frio,Em família,5932
316,3,2025-09-12 18:25:39.820433,Tabaco,13,Frio,No trabalho,5933
36,19,2025-09-12 18:27:07.966562,Tabaco,16,Sol,Sozinho,5934
446,7,2025-09-12 18:25:13.059327,Incenso,9,Sol,Sozinho,5935
355,7,2025-09-12 18:24:02.210564,Tabaco,12,Vento,Com amigos,5936
306,9,2025-09-12 18:26:55.228911,Incenso,16,Frio,Com amigos,5937
189,2,2025-09-12 18:25:45.651719,Piquenique,13,Normal,No trabalho,5938
196,8,2025-09-12 18:24:55.450788,Piquenique,6,Frio,Sozinho,5939
282,19,2025-09-12 18:27:10.571189,Incenso,16,Chuva,Sozinho,5940
345,2,2025-09-12 18:26:52.690898,Tabaco,3,Vento,Sozinho,5941
423,7,2025-09-12 18:24:02.660232,Tabaco,10,Frio,Sozinho,5942
389,8,2025-09-12 18:25:32.104826,Tabaco,15,Normal,Com amigos,5943
167,1,2025-09-12 18:27:43.015618,Social,7,Sol,Sozinho,5944
3,1,2025-09-12 18:27:56.721064,Piquenique,10,Frio,No trabalho,5945
476,13,2025-09-12 18:29:16.478543,Incenso,12,Sol,Sozinho,5946
256,5,2025-09-12 18:27:56.851160,Incenso,8,Sol,Sozinho,5947
376,17,2025-09-12 18:24:00.269788,Social,16,Chuva,Sozinho,5948
15,12,2025-09-12 18:25:56.463854,Tabaco,18,Chuva,Sozinho,5949
432,18,2025-09-12 18:24:55.337505,Piquenique,7,Chuva,Sozinho,5950
438,2,2025-09-12 18:23:33.037275,Social,3,Normal,Com amigos,5951
298,18,2025-09-12 18:26:11.870679,Tabaco,17,Sol,Sozinho,5952
352,15,2025-09-12 18:28:54.741833,Incenso,19,Sol,Sozinho,5953
2,19,2025-09-12 18:28:38.347767,Social,16,Chuva,Sozinho,5954
271,6,2025-09-12 18:23:37.694533,Social,5,Sol,Sozinho,5955
294,13,2025-09-12 18:24:49.567935,Tabaco,15,Sol,Em família,5956
259,17,2025-09-12 18:24:50.306343,Tabaco,8,Sol,Sozinho,5957
160,6,2025-09-12 18:26:09.841031,Incenso,20,Vento,Sozinho,5958
258,1,2025-09-12 18:27:31.315418,Incenso,5,Sol,Sozinho,5959
81,10,2025-09-12 18:25:53.115090,Tabaco,17,Frio,Sozinho,5960
112,4,2025-09-12 18:23:55.993064,Tabaco,4,Frio,Sozinho,5961
287,1,2025-09-12 18:28:36.293961,Social,14,Vento,Sozinho,5962
272,15,2025-09-12 18:29:16.083160,Social,4,Vento,Em família,5963
274,8,2025-09-12 18:26:38.308895,Tabaco,16,Vento,Sozinho,5964
470,15,2025-09-12 18:29:25.858579,Cigarro,7,Sol,Sozinho,5965
52,7,2025-09-12 18:26:57.104361,Tabaco,19,Normal,Sozinho,5966
217,14,2025-09-12 18:23:32.072271,Tabaco,13,Frio,Em família,5967
244,10,2025-09-12 18:26:26.063150,Tabaco,3,Frio,Sozinho,5968
285,1,2025-09-12 18:29:23.367732,Churrasco,9,Sol,Sozinho,5969
473,11,2025-09-12 18:28:21.101556,Piquenique,10,Sol,Sozinho,5970
215,17,2025-09-12 18:28:05.362383,Social,3,Vento,No trabalho,5971
42,11,2025-09-12 18:23:59.092179,Piquenique,13,Sol,Sozinho,5972
326,4,2025-09-12 18:25:14.900963,Tabaco,17,Chuva,Com amigos,5973
146,6,2025-09-12 18:28:58.523466,Cigarro,6,Sol,Com amigos,5974
199,5,2025-09-12 18:27:59.380963,Tabaco,11,Vento,Sozinho,5975
428,4,2025-09-12 18:24:39.125663,Incenso,20,Chuva,Sozinho,5976
370,2,2025-09-12 18:24:41.230638,Incenso,18,Sol,Sozinho,5977
17,17,2025-09-12 18:28:52.297973,Incenso,3,Sol,Sozinho,5978
367,13,2025-09-12 18:26:15.079480,Tabaco,3,Normal,Sozinho,5979
230,10,2025-09-12 18:24:30.062810,Incenso,15,Chuva,Sozinho,5980
315,16,2025-09-12 18:25:22.527950,Social,13,Sol,Sozinho,5981
65,11,2025-09-12 18:26:55.260859,Cigarro,12,Chuva,Sozinho,5982
288,14,2025-09-12 18:26:48.140143,Incenso,8,Frio,Sozinho,5983
311,2,2025-09-12 18:24:45.285986,Cigarro,8,Chuva,No trabalho,5984
216,16,2025-09-12 18:29:10.904532,Social,4,Sol,Com amigos,5985
51,11,2025-09-12 18:25:33.035580,Cigarro,11,Normal,Sozinho,5986
84,15,2025-09-12 18:27:54.650461,Piquenique,10,Frio,Sozinho,5987
276,17,2025-09-12 18:27:32.872464,Tabaco,10,Frio,Sozinho,5988
104,18,2025-09-12 18:25:54.115625,Social,19,Sol,Sozinho,5989
184,9,2025-09-12 18:24:18.816108,Incenso,19,Sol,Sozinho,5990
212,14,2025-09-12 18:29:25.665271,Cigarro,4,Chuva,Sozinho,5991
191,16,2025-09-12 18:25:04.320023,Tabaco,20,Normal,Sozinho,5992
160,7,2025-09-12 18:28:42.275841,Incenso,5,Vento,Em família,5993
297,6,2025-09-12 18:24:36.373255,Incenso,18,Chuva,Com amigos,5994
3,13,2025-09-12 18:24:28.793308,Tabaco,5,Chuva,Em família,5995
212,10,2025-09-12 18:24:48.923200,Churrasco,4,Frio,Com amigos,5996
39,10,2025-09-12 18:27:41.768800,Social,4,Frio,No trabalho,5997
43,1,2025-09-12 18:24:59.596107,Tabaco,6,Sol,Sozinho,5998
428,19,2025-09-12 18:24:01.256092,Churrasco,12,Vento,No trabalho,5999
479,8,2025-09-12 18:28:43.651448,Tabaco,6,Sol,Em família,6000
446,9,2025-09-12 18:25:18.494152,Churrasco,7,Sol,Com amigos,6001
442,6,2025-09-12 18:27:51.060724,Churrasco,3,Vento,Sozinho,6002
366,5,2025-09-12 18:27:56.622936,Incenso,20,Frio,Sozinho,6003
458,15,2025-09-12 18:25:52.431522,Social,9,Normal,Sozinho,6004
491,7,2025-09-12 18:25:02.917269,Tabaco,16,Sol,Sozinho,6005
397,13,2025-09-12 18:25:12.921198,Social,6,Normal,Com amigos,6006
31,18,2025-09-12 18:28:30.159968,Social,15,Normal,Em família,6007
417,16,2025-09-12 18:29:17.137106,Tabaco,11,Normal,Com amigos,6008
184,2,2025-09-12 18:26:23.814959,Cigarro,16,Vento,Sozinho,6009
235,14,2025-09-12 18:23:58.239411,Cigarro,11,Chuva,Sozinho,6010
295,10,2025-09-12 18:27:49.553561,Piquenique,16,Vento,Sozinho,6011
221,12,2025-09-12 18:28:56.389606,Tabaco,13,Chuva,Sozinho,6012
456,16,2025-09-12 18:24:26.042384,Social,11,Normal,Sozinho,6013
211,1,2025-09-12 18:26:52.706719,Tabaco,14,Frio,Em família,6014
99,18,2025-09-12 18:28:42.823645,Social,18,Vento,Sozinho,6015
328,18,2025-09-12 18:25:51.824289,Incenso,13,Frio,No trabalho,6016
96,2,2025-09-12 18:24:30.609017,Tabaco,5,Vento,Em família,6017
84,17,2025-09-12 18:26:36.737592,Piquenique,8,Chuva,Sozinho,6018
442,4,2025-09-12 18:25:52.110747,Incenso,11,Chuva,Sozinho,6019
338,8,2025-09-12 18:26:53.675218,Social,7,Frio,No trabalho,6020
235,9,2025-09-12 18:23:38.600245,Tabaco,12,Chuva,Sozinho,6021
368,5,2025-09-12 18:29:00.123985,Social,12,Vento,Com amigos,6022
269,14,2025-09-12 18:29:21.676674,Cigarro,18,Vento,Em família,6023
28,10,2025-09-12 18:24:13.354308,Cigarro,18,Sol,Sozinho,6024
326,13,2025-09-12 18:25:03.030791,Piquenique,18,Chuva,Com amigos,6025
405,17,2025-09-12 18:25:45.305341,Tabaco,12,Normal,Sozinho,6026
6,14,2025-09-12 18:29:28.818824,Incenso,5,Normal,Sozinho,6027
294,15,2025-09-12 18:25:09.826126,Social,12,Chuva,Com amigos,6028
85,19,2025-09-12 18:27:42.762012,Social,5,Sol,Com amigos,6029
68,4,2025-09-12 18:25:22.014050,Tabaco,7,Sol,Sozinho,6030
179,20,2025-09-12 18:27:18.685219,Incenso,4,Chuva,Sozinho,6031
304,3,2025-09-12 18:25:01.526642,Tabaco,14,Sol,Sozinho,6032
291,3,2025-09-12 18:24:30.323971,Incenso,19,Vento,Sozinho,6033
348,12,2025-09-12 18:29:27.031783,Churrasco,14,Normal,Com amigos,6034
395,8,2025-09-12 18:29:06.646018,Tabaco,11,Vento,Sozinho,6035
446,15,2025-09-12 18:23:44.661058,Social,19,Normal,Sozinho,6036
334,7,2025-09-12 18:27:31.371512,Tabaco,10,Frio,Sozinho,6037
333,10,2025-09-12 18:24:57.258790,Tabaco,17,Frio,Com amigos,6038
336,9,2025-09-12 18:27:36.085641,Churrasco,3,Sol,Sozinho,6039
354,4,2025-09-12 18:24:58.403396,Tabaco,8,Normal,Com amigos,6040
407,3,2025-09-12 18:25:08.048358,Tabaco,12,Chuva,Sozinho,6041
338,17,2025-09-12 18:28:19.333314,Tabaco,11,Vento,Com amigos,6042
500,18,2025-09-12 18:27:32.640350,Social,9,Sol,Com amigos,6043
234,2,2025-09-12 18:27:04.079660,Incenso,14,Normal,Sozinho,6044
319,12,2025-09-12 18:27:53.908077,Cigarro,3,Sol,No trabalho,6045
198,7,2025-09-12 18:28:40.304266,Tabaco,15,Chuva,No trabalho,6046
366,7,2025-09-12 18:24:59.637055,Tabaco,13,Sol,Sozinho,6047
491,16,2025-09-12 18:25:31.657088,Social,4,Vento,Com amigos,6048
21,16,2025-09-12 18:26:28.900865,Social,10,Sol,Com amigos,6049
265,16,2025-09-12 18:26:36.192475,Incenso,13,Chuva,Com amigos,6050
334,7,2025-09-12 18:27:47.197296,Social,16,Chuva,Sozinho,6051
413,4,2025-09-12 18:24:01.557968,Churrasco,12,Vento,Sozinho,6052
56,19,2025-09-12 18:28:05.823498,Social,10,Frio,No trabalho,6053
232,19,2025-09-12 18:26:09.570457,Tabaco,8,Sol,Em família,6054
381,20,2025-09-12 18:27:09.288231,Tabaco,16,Vento,Sozinho,6055
309,19,2025-09-12 18:27:28.468146,Incenso,18,Vento,Sozinho,6056
411,18,2025-09-12 18:28:01.786028,Churrasco,18,Normal,Sozinho,6057
170,8,2025-09-12 18:23:32.752678,Tabaco,9,Normal,No trabalho,6058
229,19,2025-09-12 18:24:28.100823,Cigarro,10,Normal,Com amigos,6059
110,10,2025-09-12 18:24:44.927963,Churrasco,13,Sol,Em família,6060
316,14,2025-09-12 18:27:05.779329,Piquenique,17,Sol,Sozinho,6061
26,5,2025-09-12 18:29:26.557358,Tabaco,3,Normal,Com amigos,6062
88,16,2025-09-12 18:27:57.513409,Social,12,Frio,Com amigos,6063
183,17,2025-09-12 18:27:18.837413,Social,17,Normal,Com amigos,6064
180,4,2025-09-12 18:29:28.552845,Social,13,Chuva,Sozinho,6065
334,2,2025-09-12 18:24:16.695235,Churrasco,16,Chuva,Sozinho,6066
359,1,2025-09-12 18:26:36.647593,Incenso,9,Sol,Em família,6067
197,20,2025-09-12 18:27:57.060849,Tabaco,20,Sol,Com amigos,6068
465,6,2025-09-12 18:24:02.642663,Piquenique,18,Vento,Com amigos,6069
407,13,2025-09-12 18:26:30.098818,Piquenique,8,Sol,No trabalho,6070
347,20,2025-09-12 18:23:34.856110,Incenso,9,Normal,Sozinho,6071
452,12,2025-09-12 18:24:33.527859,Tabaco,11,Chuva,Sozinho,6072
69,1,2025-09-12 18:27:34.282404,Incenso,17,Frio,Sozinho,6073
50,10,2025-09-12 18:24:19.276659,Churrasco,12,Vento,Com amigos,6074
138,4,2025-09-12 18:24:22.065829,Social,15,Vento,Sozinho,6075
348,19,2025-09-12 18:25:51.247419,Cigarro,15,Chuva,Com amigos,6076
343,7,2025-09-12 18:27:01.485884,Social,3,Frio,No trabalho,6077
367,5,2025-09-12 18:28:25.564715,Piquenique,17,Normal,Em família,6078
231,8,2025-09-12 18:24:28.048512,Social,16,Frio,Sozinho,6079
332,15,2025-09-12 18:24:38.996881,Tabaco,6,Frio,Sozinho,6080
46,4,2025-09-12 18:25:25.905057,Piquenique,9,Normal,Com amigos,6081
223,15,2025-09-12 18:23:33.077404,Tabaco,3,Sol,Sozinho,6082
54,9,2025-09-12 18:25:13.578130,Tabaco,14,Sol,Sozinho,6083
467,3,2025-09-12 18:25:57.382853,Social,15,Sol,Com amigos,6084
408,1,2025-09-12 18:25:07.512409,Cigarro,13,Normal,Com amigos,6085
121,9,2025-09-12 18:26:17.191326,Cigarro,5,Normal,No trabalho,6086
201,12,2025-09-12 18:27:58.060461,Incenso,15,Vento,Sozinho,6087
215,13,2025-09-12 18:26:50.069457,Incenso,17,Chuva,Com amigos,6088
302,16,2025-09-12 18:24:14.106176,Incenso,12,Normal,Com amigos,6089
173,1,2025-09-12 18:27:29.949203,Incenso,13,Frio,Sozinho,6090
386,5,2025-09-12 18:27:41.527332,Tabaco,4,Frio,Com amigos,6091
457,14,2025-09-12 18:28:50.767993,Piquenique,8,Normal,Sozinho,6092
249,1,2025-09-12 18:27:13.611544,Churrasco,6,Sol,No trabalho,6093
172,8,2025-09-12 18:24:13.050062,Churrasco,17,Chuva,Em família,6094
405,1,2025-09-12 18:28:49.680936,Incenso,12,Chuva,Sozinho,6095
1,16,2025-09-12 18:24:20.963046,Piquenique,5,Sol,Sozinho,6096
104,2,2025-09-12 18:27:49.176402,Cigarro,15,Normal,Sozinho,6097
29,16,2025-09-12 18:26:50.821696,Tabaco,4,Sol,Sozinho,6098
204,20,2025-09-12 18:28:24.044499,Tabaco,16,Sol,Sozinho,6099
296,2,2025-09-12 18:24:54.100825,Tabaco,6,Sol,Com amigos,6100
294,16,2025-09-12 18:28:17.432295,Incenso,16,Chuva,Sozinho,6101
295,10,2025-09-12 18:24:03.000611,Incenso,4,Frio,No trabalho,6102
199,2,2025-09-12 18:27:09.540864,Social,11,Frio,Sozinho,6103
36,5,2025-09-12 18:29:16.811884,Tabaco,19,Chuva,Sozinho,6104
343,16,2025-09-12 18:26:36.461411,Social,12,Sol,Sozinho,6105
289,18,2025-09-12 18:24:40.886712,Social,19,Chuva,Sozinho,6106
111,15,2025-09-12 18:25:36.827192,Incenso,15,Frio,Com amigos,6107
276,14,2025-09-12 18:23:59.621217,Cigarro,17,Vento,No trabalho,6108
96,8,2025-09-12 18:28:04.323739,Tabaco,4,Frio,Com amigos,6109
34,11,2025-09-12 18:25:46.029286,Tabaco,13,Frio,No trabalho,6110
9,4,2025-09-12 18:24:17.822272,Churrasco,9,Chuva,Sozinho,6111
440,5,2025-09-12 18:27:17.819189,Piquenique,5,Normal,Em família,6112
196,15,2025-09-12 18:24:46.483063,Piquenique,19,Normal,Sozinho,6113
275,6,2025-09-12 18:28:13.324452,Cigarro,8,Vento,Com amigos,6114
208,10,2025-09-12 18:25:25.199188,Cigarro,6,Chuva,Sozinho,6115
216,11,2025-09-12 18:24:15.737343,Tabaco,11,Chuva,Com amigos,6116
401,7,2025-09-12 18:25:52.189238,Social,14,Frio,Sozinho,6117
121,16,2025-09-12 18:26:12.532658,Cigarro,5,Chuva,Sozinho,6118
335,20,2025-09-12 18:28:27.097793,Tabaco,6,Frio,Com amigos,6119
364,8,2025-09-12 18:25:53.627930,Incenso,3,Normal,Sozinho,6120
226,20,2025-09-12 18:29:00.836442,Tabaco,16,Vento,Sozinho,6121
135,2,2025-09-12 18:26:44.332908,Piquenique,20,Normal,Sozinho,6122
310,8,2025-09-12 18:26:13.928997,Social,7,Sol,Sozinho,6123
454,3,2025-09-12 18:26:30.340252,Cigarro,5,Frio,No trabalho,6124
83,14,2025-09-12 18:27:18.414935,Piquenique,20,Frio,Sozinho,6125
320,17,2025-09-12 18:26:38.887268,Churrasco,16,Normal,Com amigos,6126
424,17,2025-09-12 18:24:42.949659,Tabaco,12,Vento,Em família,6127
220,14,2025-09-12 18:25:06.768812,Churrasco,15,Normal,Sozinho,6128
389,15,2025-09-12 18:28:48.976148,Social,11,Chuva,No trabalho,6129
210,16,2025-09-12 18:26:16.822566,Tabaco,3,Vento,Com amigos,6130
381,12,2025-09-12 18:27:58.502124,Social,11,Normal,Sozinho,6131
332,16,2025-09-12 18:23:54.103841,Incenso,13,Sol,Sozinho,6132
4,2,2025-09-12 18:24:28.644836,Tabaco,9,Normal,Sozinho,6133
383,17,2025-09-12 18:25:18.920084,Churrasco,5,Sol,Sozinho,6134
286,20,2025-09-12 18:26:27.964066,Incenso,7,Vento,Com amigos,6135
325,15,2025-09-12 18:25:57.070732,Incenso,6,Frio,Sozinho,6136
495,12,2025-09-12 18:25:49.036651,Churrasco,9,Chuva,No trabalho,6137
39,20,2025-09-12 18:29:13.690291,Social,5,Normal,Sozinho,6138
441,13,2025-09-12 18:24:49.127908,Tabaco,11,Frio,Em família,6139
75,15,2025-09-12 18:25:00.660494,Cigarro,18,Sol,Sozinho,6140
168,19,2025-09-12 18:26:36.425419,Incenso,8,Sol,Sozinho,6141
121,20,2025-09-12 18:24:36.822798,Social,14,Vento,Sozinho,6142
356,9,2025-09-12 18:27:00.219310,Tabaco,8,Normal,Sozinho,6143
325,1,2025-09-12 18:28:22.652161,Tabaco,13,Vento,Sozinho,6144
309,9,2025-09-12 18:27:27.089261,Piquenique,14,Normal,Sozinho,6145
280,12,2025-09-12 18:25:44.493253,Cigarro,10,Chuva,No trabalho,6146
105,16,2025-09-12 18:23:51.186413,Incenso,19,Chuva,Com amigos,6147
125,4,2025-09-12 18:23:35.523422,Incenso,8,Vento,Sozinho,6148
368,8,2025-09-12 18:28:43.568741,Tabaco,10,Vento,Com amigos,6149
50,7,2025-09-12 18:26:35.389567,Social,18,Frio,Em família,6150
167,14,2025-09-12 18:24:24.602298,Tabaco,3,Sol,Sozinho,6151
115,12,2025-09-12 18:29:00.176313,Tabaco,16,Vento,Em família,6152
167,11,2025-09-12 18:28:13.265656,Piquenique,4,Vento,Com amigos,6153
88,20,2025-09-12 18:23:33.660303,Churrasco,4,Sol,Em família,6154
